"Suno Prompts"
"Narrated Spoken Word Without Music: Create a minimalist, ambient underscore suitable for theological narration. The music should breathe beneath the spoken word like parchment beneath ink—subtle, unobtrusive, and reverent. Let it sustain the gravity of the words, never overtaking them, but enriching the atmosphere with restrained harmonic movement and sacred stillness."
"Solo acoustic guitar loop in a traditional country style at 100 BPM. Fingerpicked pattern with a warm, twangy tone. Emphasis on open chords like G, C, D, and Em. Includes subtle hammer-ons and slides for expressive phrasing. Natural reverb and a slightly roomy, intimate recording feel. Ideal for storytelling and heartfelt lyrics in a country ballad."
"Solo acoustic guitar loop in a rugged, outlaw country style at 100 BPM. Raw strumming with a driving, percussive feel. Use of palm muting, occasional string slaps, and open-position chords like E, A, and D with bluesy embellishments. Slightly detuned or worn-in guitar tone with a dry, close-mic’d recording. Evokes dusty highways, backporch grit, and southern attitude."
"Electric guitar loop in a modern progressive metalcore style at 120 BPM. Tight, djent-inspired rhythm riff with syncopated chugs, polymetric accents, and palm-muted low-string riffs in drop tuning (e.g., Drop C or Drop A). Includes ambient high-end textures with reverb-drenched harmonics or layered clean arpeggios. Heavy tone with precise gain, tight low-end, and percussive attack. Ideal for a breakdown or intense build-up in a cinematic metalcore track."
"Progressive Metal Djent Screamo Drum Loop, Jazz Drum Kit, Smaller Bass Drum, Ride Cymbal, Snare, Hi-Hats, Marimba, Rototoms, Vibraslap, Chimes, Pitched Drum Elements, Andante 83 bpm, Db Ionian"
"Slow Reggae Drum Loop, Brushes Kit, Snare with Brushes, Hi-Hats, Bass Drum, Ride Cymbal, Synth Drums, Trigger Pads, Bell Tree, Kanjira, Rhythm-Only, Allegro 141 bpm, Gb Aeolian"
"Reggaeton Drum Loop, Country Drum Kit, Crisp Snare, Brushes, Bass Drum, Hi-Hats, Splash Cymbal, Bell Tree, Vibraphone, Flexatone, Electronic, Andante 83 bpm, B Lydian"
"Vaporwave Drum Loop, Electronic Drum Set, Roland, Alesis, Yamaha, Pads/Triggers, Slapstick, Pandeiro, Bell Cymbal, Temple Blocks, Electronic, Adagio 76 bpm, Db Mixolydian"
"Shoegaze Drum Loop, Vintage Drum Kit, Old Shells, Vintage Tone, Snare, Bass Drum, Slapstick, Vibraslap, Frame Drum, Congas, Rhythm-Only, Adagio 69 bpm, G# Dorian"
"Glitch Hop Drum Loop, Blues Drum Kit, Warm Snare, Minimal Cymbals, Bass Drum, Toms, Frame Drum, Slit Drum, Ocean Drum, Chimes, Electronic, Moderato 111 bpm, B Phrygian"
"Funk Drum Loop, Quiet Practice Kit, Mesh Heads, Rubber Pads, Silent Cymbals, Bass Pedal, Triangle, Cabasa, Log Drum, Electronic Drum Pads, Electronic, Larghetto 65 bpm, F Lydian"
"House Drum Loop, Brazilian Samba Kit, Surdo, Tamborim, Pandeiro, Agogô, Slit Drum, Timbales, Anklung, Slapstick, Electronic, Prestissimo 270 bpm, Ab Locrian"
"Reggaeton Drum Loop, Brazilian Samba Kit, Surdo, Tamborim, Pandeiro, Agogô, Rototoms, Surdo, Cowbell, Xylophone, Electronic, Largo 40 bpm, C Dorian"
"IDM Drum Loop, Blues Drum Kit, Warm Snare, Minimal Cymbals, Bass Drum, Toms, Ocean Drum, Ride Cymbal, Triangle, Hybrid Kits, Pitched Drum Elements, Allegro 133 bpm, Bb Mixolydian"
"Downtempo Drum Loop, Hybrid Drum Kit, Acoustic Drums, Electronic Pads, Triggers, Sound Module, Drum Machines, Frame Drum, Bodhrán, Gong, Electronic, Adagio 72 bpm, A Lydian"
"Middle Eastern Drum Loop, Sampling Pad Drum Kit, Akai, Roland SPD, Pads, Sample Triggers, Anklung, Timbales, Rototoms, Bodhrán, Pitched Drum Elements, Andante 100 bpm, F# Lydian"
"Punk Rap Drum Loop, Blues Drum Kit, Warm Snare, Minimal Cymbals, Bass Drum, Toms, Flexatone, Tabla, Chimes, Gong, Pitched Drum Elements, Adagio 76 bpm, Eb Lydian"
"Minimalist Techno Drum Loop, Afro-Cuban Kit, Congas, Claves, Cowbells, Bongos, Chimes, Electronic Drum Pads, Tabla, Trigger Pads, Pitched Drum Elements, Prestissimo 220 bpm, Ab Ionian"
"Fast Techno Drum Loop, Open Tuning Drum Kit, Higher-tuned Toms, Bass Drum, Snare, Cymbals, Chimes, Temple Blocks, Chimes, Crotales, Rhythm-Only, Larghetto 64 bpm, B Mixolydian"
"Math Rock Drum Loop, Rock Drum Kit, Large Bass Drum, Loud Snare, Toms, Crash Cymbals, Tabla, Ocean Drum, Triangle, Handpan, Electronic, Allegro 133 bpm, B Aeolian"
"Rap Rock Drum Loop, Latin Percussion Kit, Timbales, Cowbells, Claves, Bongos, Log Drum, Hand Bells, China Cymbal, Log Drum, Pitched Drum Elements, Moderato 115 bpm, G# Locrian"
"Heavy Doom Metal Drum Loop, Reggae Drum Kit, Rim Clicks, Off-beat Hi-Hats, Snare, Bass Drum, Frame Drum, Doumbek, Taiko Drums, Congas, Pitched Drum Elements, Adagio 71 bpm, E Dorian"
"Grunge Drum Loop, Synth Drum Kit, Analog, Digital, Modular Synth, Drum Synth, Ocean Drum, Slapstick, Rainstick, Agogô Bells, Electronic, Largo 58 bpm, A Mixolydian"
"Fast Garage Rock Drum Loop, Standard Acoustic Kit, Snare, Bass Drum, Toms, Cymbals, Doumbek, Rainstick, Bell Tree, Glockenspiel, Rhythm-Only, Largo 47 bpm, C# Phrygian"
"Ambient Drum Loop, Electronic Drum Set, Roland, Alesis, Yamaha, Pads/Triggers, Concert Bass Drum, Hand Bells, Temple Blocks, Congas, Pitched Drum Elements, Moderato 116 bpm, D# Locrian"
"Disco Drum Loop, Rock Drum Kit, Large Bass Drum, Loud Snare, Toms, Crash Cymbals, Vibraphone, Finger Cymbals, Frame Drum, Glockenspiel, Rhythm-Only, Prestissimo 242 bpm, C# Aeolian"
"Afro-Cuban Drum Loop, Compact/Cocktail Drum Kit, Small Bass Drum, Snare, Hi-Hats, Crash Cymbal, Hi-Hats, Bamboo Wind Chimes, Spring Drum, Anklung, Pitched Drum Elements, Largo 56 bpm, F Mixolydian"
"Downtempo Drum Loop, Sampling Pad Drum Kit, Akai, Roland SPD, Pads, Sample Triggers, Swish Cymbal, Snare Drum, Agogô Bells, Hi-Hats, Pitched Drum Elements, Prestissimo 397 bpm, F# Lydian"
"Shoegaze Drum Loop, Electronic Drum Set, Roland, Alesis, Yamaha, Pads/Triggers, Kanjira, Woodblock, Djembe, Swish Cymbal, Pitched Drum Elements, Largo 41 bpm, A Dorian"
"Chillhop Drum Loop, Double Bass Drum Kit, Two Bass Drums, Toms, Snare, Cymbals, Bass Drum, Pandeiro, Log Drum, Vibraslap, Pitched Drum Elements, Largo 45 bpm, D# Lydian"
"Afro-Cuban Drum Loop, World Percussion Kit, Congas, Bongos, Djembes, Cajón, Temple Blocks, Kanjira, Vibraphone, Chimes, Pitched Drum Elements, Presto 168 bpm, G Aeolian"
"Alternative Drum Loop, Synth Drum Kit, Analog, Digital, Modular Synth, Drum Synth, Splash Cymbal, Handpan, Surdo, Castanets, Pitched Drum Elements, Larghetto 63 bpm, Gb Dorian"
"Minimalism Drum Loop, Travel Drum Kit, Collapsible, Lightweight, Snare, Bass Drum, Tabla, Glockenspiel, Thunder Sheet, Cowbell, Rhythm-Only, Prestissimo 387 bpm, E Aeolian"
"Blues Shuffle Drum Loop, Hybrid Drum Kit, Acoustic Drums, Electronic Pads, Triggers, Sound Module, Congas, Triangle, Marimba, Shakers, Electronic, Prestissimo 289 bpm, Ab Mixolydian"
"Glitch Hop Drum Loop, Hybrid Drum Kit, Acoustic Drums, Electronic Pads, Triggers, Sound Module, Pandeiro, Bell Tree, Bamboo Wind Chimes, Cajón, Pitched Drum Elements, Andante 87 bpm, B Dorian"
"Heavy Metal Drum Loop, Quiet Practice Kit, Mesh Heads, Rubber Pads, Silent Cymbals, Bass Pedal, Trigger Pads, Hi-Hats, Cabasa, China Cymbal, Electronic, Andante 77 bpm, F Dorian"
"Swing Drum Loop, Travel Drum Kit, Collapsible, Lightweight, Snare, Bass Drum, Woodblock, China Cymbal, Steelpan, Kanjira, Pitched Drum Elements, Presto 197 bpm, Gb Phrygian"
"Downtempo Drum Loop, Travel Drum Kit, Collapsible, Lightweight, Snare, Bass Drum, Taiko Drums, Almglocken, Triangle, Swish Cymbal, Rhythm-Only, Moderato 108 bpm, F# Phrygian"
"Modern Trap Drum Loop, Synth Drum Kit, Analog, Digital, Modular Synth, Drum Synth, Bell Cymbal, Slapstick, Maracas, Trigger Pads, Electronic, Andante 100 bpm, Gb Locrian"
"Drum & Bass Drum Loop, Orchestral Drum Kit, Timpani, Bass Drum, Snare, Cymbals, Swish Cymbal, Ride Cymbal, Timpani, Flexatone, Electronic, Prestissimo 248 bpm, A Locrian"
"R&B Drum Loop, Funk Drum Kit, Tight Snare, Quick Hi-Hats, Smaller Toms, Ride Cymbal, Flexatone, Swish Cymbal, Rack Tom, Rototoms, Electronic, Presto 178 bpm, F# Ionian"
"Fast Bluegrass Drum Loop, Vintage Drum Kit, Old Shells, Vintage Tone, Snare, Bass Drum, Kanjira, Spring Drum, Claves, Flexatone, Electronic, Larghetto 65 bpm, G Ionian"
"Shoegaze Drum Loop, Synth Drum Kit, Analog, Digital, Modular Synth, Drum Synth, Crash Cymbal, Bell Cymbal, Surdo, Tam-tam, Rhythm-Only, Presto 169 bpm, Ab Dorian"
"Heavy Psyche Drum Loop, Hybrid Drum Kit, Acoustic Drums, Electronic Pads, Triggers, Sound Module, Crash Cymbal, Thunder Sheet, Triangle, Kanjira, Pitched Drum Elements, Presto 189 bpm, A Ionian"
"Experimental Hip Hop Drum Loop, Electronic Drum Set, Roland, Alesis, Yamaha, Pads/Triggers, Slit Drum, Trigger Pads, Castanets, Ride Cymbal, Electronic, Adagio 76 bpm, E Locrian"
"Industrial Drum Loop, World Percussion Kit, Congas, Bongos, Djembes, Cajón, Slapstick, Temple Blocks, Hi-Hats, Taiko Drums, Rhythm-Only, Adagio 73 bpm, B Mixolydian"
"Minimalist Techno Drum Loop, Blues Drum Kit, Warm Snare, Minimal Cymbals, Bass Drum, Toms, Timpani, Trigger Pads, Crotales, Ride Cymbal, Rhythm-Only, Largo 42 bpm, F Dorian"
"Future Bass Drum Loop, Electronic Drum Set, Roland, Alesis, Yamaha, Pads/Triggers, Glockenspiel, Trigger Pads, Claves, Chimes, Pitched Drum Elements, Moderato 108 bpm, E Locrian"
"Heavy Ambient Drone Drum Loop, Analog Drum Machine, Roland TR-808, TR-909, Bass Drum Synth, Hi-Hats, Vibraslap, Xylophone, Tam-tam, Tambourine, Pitched Drum Elements, Moderato 116 bpm, F Locrian"
"Disco Drum Loop, Compact/Cocktail Drum Kit, Small Bass Drum, Snare, Hi-Hats, Crash Cymbal, Slit Drum, Bullroarer, Flexatone, Spring Drum, Pitched Drum Elements, Andante 87 bpm, E Lydian"
"Lo-fi Hip Hop Drum Loop, Double Bass Drum Kit, Two Bass Drums, Toms, Snare, Cymbals, Synth Drums, Timpani, Ocean Drum, Castanets, Pitched Drum Elements, Moderato 109 bpm, G Ionian"
"Boom Bap Drum Loop, Quiet Practice Kit, Mesh Heads, Rubber Pads, Silent Cymbals, Bass Pedal, Cabasa, Claves, Ride Cymbal, Almglocken, Electronic, Presto 182 bpm, G Aeolian"
"Experimental Hip Hop Drum Loop, Orchestral Drum Kit, Timpani, Bass Drum, Snare, Cymbals, Tam-tam, Concert Bass Drum, Almglocken, Snare Drum, Rhythm-Only, Andante 87 bpm, B Ionian"
"Pop Punk Drum Loop, Brazilian Samba Kit, Surdo, Tamborim, Pandeiro, Agogô, Bodhrán, Electronic Drum Pads, Cabasa, Tambourine, Rhythm-Only, Moderato 109 bpm, A Aeolian"
"Dubstep Drum Loop, Hybrid Drum Kit, Acoustic Drums, Electronic Pads, Triggers, Sound Module, China Cymbal, Hand Bells, Spring Drum, Flexatone, Pitched Drum Elements, Moderato 117 bpm, D# Lydian"
"Hip Hop 80-115 BPM Drum Loop, Country Drum Kit, Crisp Snare, Brushes, Bass Drum, Hi-Hats, Rototoms, Shakers, Tam-tam, Splash Cymbal, Electronic, Larghetto 63 bpm, A Aeolian"
"Reggaeton Drum Loop, Funk Drum Kit, Tight Snare, Quick Hi-Hats, Smaller Toms, Ride Cymbal, Spring Drum, Woodblock, Cowbell, Chimes, Rhythm-Only, Moderato 111 bpm, G Locrian"
"Dubstep Drum Loop, Afro-Cuban Kit, Congas, Claves, Cowbells, Bongos, Bamboo Wind Chimes, Vibraslap, Maracas, Hi-Hats, Rhythm-Only, Prestissimo 254 bpm, Gb Dorian"
"Boom Bap Drum Loop, Orchestral Drum Kit, Timpani, Bass Drum, Snare, Cymbals, Bullroarer, Mark Tree, Triangle, Kanjira, Pitched Drum Elements, Larghetto 60 bpm, D Dorian"
"Chillhop Drum Loop, Analog Drum Machine, Roland TR-808, TR-909, Bass Drum Synth, Hi-Hats, Swish Cymbal, Cowbell, Marimba, Doumbek, Electronic, Andante 100 bpm, Ab Phrygian"
"Swing Drum Loop, Funk Drum Kit, Tight Snare, Quick Hi-Hats, Smaller Toms, Ride Cymbal, Concert Bass Drum, Xylophone, Doumbek, Surdo, Electronic, Largo 57 bpm, A# Dorian"
"Industrial Drum Loop, Sampling Pad Drum Kit, Akai, Roland SPD, Pads, Sample Triggers, Handpan, Cabasa, Castanets, Chimes, Electronic, Adagio 76 bpm, G Aeolian"
"Dubstep Drum Loop, Country Drum Kit, Crisp Snare, Brushes, Bass Drum, Hi-Hats, Handpan, Tam-tam, Doumbek, Tambourine, Electronic, Prestissimo 381 bpm, D Mixolydian"
"House Drum Loop, Recording Studio Drum Kit, Balanced Sound, Dampened Heads, Snare, Bass Drum, Snare Drum, Cabasa, Timpani, Rack Tom, Rhythm-Only, Largo 48 bpm, Eb Aeolian"
"Progressive Metal Djent Screamo Drum Loop, Standard Acoustic Kit, Snare, Bass Drum, Toms, Cymbals, Thunder Sheet, Almglocken, Bodhrán, Drum Machines, Rhythm-Only, Allegro 122 bpm, Db Aeolian"
"Disco Drum Loop, Blues Drum Kit, Warm Snare, Minimal Cymbals, Bass Drum, Toms, Maracas, Floor Tom, Bass Drum, Triangle, Rhythm-Only, Adagio 75 bpm, C# Lydian"
"Math Drums Drum Loop, World Percussion Kit, Congas, Bongos, Djembes, Cajón, Maracas, Bell Cymbal, Tam-tam, Trigger Pads, Rhythm-Only, Moderato 113 bpm, B Aeolian"
"Metal Drum Loop, Country Drum Kit, Crisp Snare, Brushes, Bass Drum, Hi-Hats, Bongos, Vibraslap, Crash Cymbal, Synth Drums, Pitched Drum Elements, Andante 95 bpm, Db Ionian"
"Punk Rap Drum Loop, Hybrid Drum Kit, Acoustic Drums, Electronic Pads, Triggers, Sound Module, Shakers, Cowbell, Kanjira, Hi-Hats, Electronic, Moderato 113 bpm, D Aeolian"
"Motown Drum Loop, Reggae Drum Kit, Rim Clicks, Off-beat Hi-Hats, Snare, Bass Drum, Glockenspiel, Rainstick, Claves, Mark Tree, Pitched Drum Elements, Prestissimo 213 bpm, E Phrygian"
"Vaporwave Drum Loop, Blues Drum Kit, Warm Snare, Minimal Cymbals, Bass Drum, Toms, Trigger Pads, Hybrid Kits, Hybrid Kits, Xylophone, Pitched Drum Elements, Larghetto 65 bpm, Db Dorian"
"Alternative Drum Loop, Minimal Drum Kit, Bass Drum, Snare, Hi-Hat, Crash Cymbal, Pandeiro, Bamboo Wind Chimes, Hand Bells, Surdo, Rhythm-Only, Prestissimo 349 bpm, Ab Mixolydian"
"Techno Drum Loop, Blues Drum Kit, Warm Snare, Minimal Cymbals, Bass Drum, Toms, Log Drum, Crash Cymbal, Thunder Sheet, Guiro, Pitched Drum Elements, Andante 104 bpm, Gb Locrian"
"Glitch Hop Drum Loop, Quiet Practice Kit, Mesh Heads, Rubber Pads, Silent Cymbals, Bass Pedal, Congas, Crotales, Glockenspiel, Concert Bass Drum, Rhythm-Only, Prestissimo 358 bpm, Gb Dorian"
"Vaporwave Drum Loop, Sampling Pad Drum Kit, Akai, Roland SPD, Pads, Sample Triggers, Bamboo Wind Chimes, Snare Drum, Vibraphone, Shakers, Pitched Drum Elements, Largo 40 bpm, C Mixolydian"
"American Folk Drum Loop, Double Bass Drum Kit, Two Bass Drums, Toms, Snare, Cymbals, Rototoms, Ride Cymbal, Timpani, Marimba, Electronic, Prestissimo 341 bpm, A Dorian"
"Hard Rock Drum Loop, Custom Drum Kit, Exotic Wood, Hand-built, Custom Finish, Unique Hardware, Floor Tom, Cabasa, Thunder Sheet, Woodblock, Pitched Drum Elements, Allegro 133 bpm, G# Ionian"
"Fast House Drum Loop, Minimal Drum Kit, Bass Drum, Snare, Hi-Hat, Crash Cymbal, Glockenspiel, Shakers, Rototoms, Bamboo Wind Chimes, Rhythm-Only, Presto 197 bpm, Ab Lydian"
"Alternative Drum Loop, World Percussion Kit, Congas, Bongos, Djembes, Cajón, Hand Bells, Tam-tam, Anklung, Crotales, Electronic, Largo 48 bpm, Bb Lydian"
"Reggaeton Drum Loop, Synth Drum Kit, Analog, Digital, Modular Synth, Drum Synth, Octobans, Cajón, Bell Tree, Djembe, Rhythm-Only, Larghetto 61 bpm, Ab Phrygian"
"Boom Bap Drum Loop, Country Drum Kit, Crisp Snare, Brushes, Bass Drum, Hi-Hats, Pandeiro, Marimba, Bamboo Wind Chimes, Bamboo Wind Chimes, Electronic, Moderato 117 bpm, B Mixolydian"
"Samba Drum Loop, Reggae Drum Kit, Rim Clicks, Off-beat Hi-Hats, Snare, Bass Drum, Rainstick, Castanets, Chimes, Hand Bells, Rhythm-Only, Allegro 159 bpm, Gb Dorian"
"R&B Drum Loop, World Percussion Kit, Congas, Bongos, Djembes, Cajón, Bullroarer, Glockenspiel, Congas, Bamboo Wind Chimes, Pitched Drum Elements, Largo 51 bpm, D Dorian"
"Binaural Beats Drum Loop, Brushes Kit, Snare with Brushes, Hi-Hats, Bass Drum, Ride Cymbal, Synth Drums, Hybrid Kits, Bamboo Wind Chimes, Steelpan, Rhythm-Only, Largo 59 bpm, C# Locrian"
"Pop Punk Drum Loop, Funk Drum Kit, Tight Snare, Quick Hi-Hats, Smaller Toms, Ride Cymbal, Steelpan, Claves, Slit Drum, Rainstick, Pitched Drum Elements, Andante 102 bpm, Eb Ionian"
"Swing Drum Loop, Quiet Practice Kit, Mesh Heads, Rubber Pads, Silent Cymbals, Bass Pedal, Ride Cymbal, Concert Bass Drum, Thunder Sheet, Maracas, Pitched Drum Elements, Presto 180 bpm, Gb Lydian"
"Lo-fi Drum Loop, Open Tuning Drum Kit, Higher-tuned Toms, Bass Drum, Snare, Cymbals, Kanjira, Gong, Bongos, Ocean Drum, Electronic, Andante 90 bpm, D# Aeolian"
"Minimalist Techno Drum Loop, Compact/Cocktail Drum Kit, Small Bass Drum, Snare, Hi-Hats, Crash Cymbal, Octobans, Timpani, Cabasa, Mark Tree, Electronic, Larghetto 61 bpm, F# Ionian"
"Fast Garage Rock Drum Loop, Metal Drum Kit, Double Bass Pedals, Multiple Toms, China Cymbals, Splash Cymbals, Chimes, Hand Bells, Chimes, Bell Cymbal, Pitched Drum Elements, Largo 40 bpm, C Ionian"
"Reggae Drum Loop, Country Drum Kit, Crisp Snare, Brushes, Bass Drum, Hi-Hats, Slapstick, Splash Cymbal, Bell Cymbal, Hybrid Kits, Rhythm-Only, Andante 101 bpm, Bb Locrian"
"Heavy Ambient Drone Drum Loop, Synth Drum Kit, Analog, Digital, Modular Synth, Drum Synth, Djembe, Rainstick, Tam-tam, Glockenspiel, Electronic, Moderato 118 bpm, C Mixolydian"
"House Drum Loop, Double Bass Drum Kit, Two Bass Drums, Toms, Snare, Cymbals, Djembe, Congas, Snare Drum, Gong, Rhythm-Only, Andante 97 bpm, Db Aeolian"
"Heavy Metal Drum Loop, Hybrid Drum Kit, Acoustic Drums, Electronic Pads, Triggers, Sound Module, Bongos, Bell Cymbal, Bullroarer, Tabla, Electronic, Andante 83 bpm, F Locrian"
"Fast Thrash Metal Drum Loop, Electronic Drum Set, Roland, Alesis, Yamaha, Pads/Triggers, Finger Cymbals, Timbales, Splash Cymbal, Tam-tam, Rhythm-Only, Moderato 110 bpm, Db Ionian"
"Metalcore Djent Screamo Drum Loop, Synth Drum Kit, Analog, Digital, Modular Synth, Drum Synth, Slit Drum, Triangle, Taiko Drums, Pandeiro, Rhythm-Only, Presto 194 bpm, A# Ionian"
"Fast Techno Drum Loop, Vintage Drum Kit, Old Shells, Vintage Tone, Snare, Bass Drum, Vibraphone, Floor Tom, Glockenspiel, Bamboo Wind Chimes, Rhythm-Only, Allegro 153 bpm, A Lydian"
"Afro-Cuban Drum Loop, Brushes Kit, Snare with Brushes, Hi-Hats, Bass Drum, Ride Cymbal, Drum Machines, Frame Drum, Electronic Drum Pads, Hi-Hats, Pitched Drum Elements, Prestissimo 343 bpm, Eb Dorian"
"Afrobeats Drum Loop, Jazz Drum Kit, Smaller Bass Drum, Ride Cymbal, Snare, Hi-Hats, Slit Drum, Electronic Drum Pads, Tambourine, Bullroarer, Rhythm-Only, Adagio 75 bpm, Ab Ionian"
"Ambient Drum Loop, Hybrid Drum Kit, Acoustic Drums, Electronic Pads, Triggers, Sound Module, Octobans, Pandeiro, Woodblock, Rainstick, Electronic, Larghetto 63 bpm, D Lydian"
"Upbeat Jazz Drum Loop, Digital Drum Machine, Akai MPC, Elektron Digitakt, Samples, Sequences, Pandeiro, Flexatone, Shakers, Bass Drum, Electronic, Larghetto 65 bpm, E Aeolian"
"Metal Drum Loop, Minimal Drum Kit, Bass Drum, Snare, Hi-Hat, Crash Cymbal, Trigger Pads, Steelpan, Agogô Bells, Rack Tom, Electronic, Prestissimo 305 bpm, G Ionian"
"Synthpop Drum Loop, Country Drum Kit, Crisp Snare, Brushes, Bass Drum, Hi-Hats, Hybrid Kits, China Cymbal, Maracas, Bullroarer, Rhythm-Only, Largo 48 bpm, A# Lydian"
"Big Band Drum Loop, Orchestral Drum Kit, Timpani, Bass Drum, Snare, Cymbals, China Cymbal, Anklung, Spring Drum, Trigger Pads, Pitched Drum Elements, Larghetto 63 bpm, Ab Lydian"
"Funk Drum Loop, Sampling Pad Drum Kit, Akai, Roland SPD, Pads, Sample Triggers, Hybrid Kits, Guiro, Xylophone, Slit Drum, Electronic, Prestissimo 319 bpm, G# Ionian"
"Industrial Drum Loop, Reggae Drum Kit, Rim Clicks, Off-beat Hi-Hats, Snare, Bass Drum, Bass Drum, Crash Cymbal, Bell Tree, Cajón, Pitched Drum Elements, Allegro 123 bpm, C Phrygian"
"Synthpop Drum Loop, Blues Drum Kit, Warm Snare, Minimal Cymbals, Bass Drum, Toms, Agogô Bells, Floor Tom, Tambourine, Timpani, Rhythm-Only, Presto 193 bpm, G# Phrygian"
"Punk Rock Drum Loop, Minimal Drum Kit, Bass Drum, Snare, Hi-Hat, Crash Cymbal, Tambourine, Slapstick, Tambourine, Chimes, Rhythm-Only, Presto 192 bpm, F Aeolian"
"Juke/Footwork Drum Loop, Jazz Drum Kit, Smaller Bass Drum, Ride Cymbal, Snare, Hi-Hats, Ride Cymbal, Talking Drum, Timpani, Timpani, Electronic, Allegro 158 bpm, G Mixolydian"
"Progressive Metal Djent Drum Loop, Sampling Pad Drum Kit, Akai, Roland SPD, Pads, Sample Triggers, Finger Cymbals, Cabasa, Rototoms, Frame Drum, Electronic, Presto 181 bpm, Db Lydian"
"Blues Shuffle Drum Loop, Orchestral Drum Kit, Timpani, Bass Drum, Snare, Cymbals, Finger Cymbals, Vibraslap, Hi-Hats, Hybrid Kits, Rhythm-Only, Largo 52 bpm, G Mixolydian"
"Middle Eastern Drum Loop, Minimal Drum Kit, Bass Drum, Snare, Hi-Hat, Crash Cymbal, Temple Blocks, Doumbek, Hi-Hats, Bell Cymbal, Pitched Drum Elements, Prestissimo 395 bpm, B Aeolian"
"Modern Trap Drum Loop, Brushes Kit, Snare with Brushes, Hi-Hats, Bass Drum, Ride Cymbal, Shakers, Glockenspiel, Hi-Hats, Timpani, Electronic, Largo 42 bpm, Eb Locrian"
"Heavy Dubstep Drum Loop, Double Bass Drum Kit, Two Bass Drums, Toms, Snare, Cymbals, Rainstick, Rototoms, Tabla, Surdo, Electronic, Andante 90 bpm, Db Locrian"
"Funk Drum Loop, Compact/Cocktail Drum Kit, Small Bass Drum, Snare, Hi-Hats, Crash Cymbal, Pandeiro, Taiko Drums, Tam-tam, Rototoms, Rhythm-Only, Moderato 112 bpm, D Phrygian"
"Industrial Drum Loop, Reggae Drum Kit, Rim Clicks, Off-beat Hi-Hats, Snare, Bass Drum, Cabasa, Taiko Drums, Hand Bells, Tam-tam, Pitched Drum Elements, Presto 196 bpm, C# Ionian"
"Bebop Drum Loop, Recording Studio Drum Kit, Balanced Sound, Dampened Heads, Snare, Bass Drum, Snare Drum, Congas, Doumbek, Timpani, Pitched Drum Elements, Larghetto 63 bpm, Bb Lydian"
"Burning Jazz Drum Loop, Afro-Cuban Kit, Congas, Claves, Cowbells, Bongos, Crash Cymbal, Guiro, Vibraslap, Rainstick, Rhythm-Only, Presto 172 bpm, G# Locrian"
"Dancehall Drum Loop, Metal Drum Kit, Double Bass Pedals, Multiple Toms, China Cymbals, Splash Cymbals, Cabasa, Concert Bass Drum, Flexatone, Drum Machines, Rhythm-Only, Larghetto 62 bpm, Gb Aeolian"
"Fast Aggressive Phonk Drum Loop, Afro-Cuban Kit, Congas, Claves, Cowbells, Bongos, Bullroarer, Ride Cymbal, Xylophone, Chimes, Pitched Drum Elements, Allegro 168 bpm, C Phrygian"
"Fast Screamo Drum Loop, Minimal Drum Kit, Bass Drum, Snare, Hi-Hat, Crash Cymbal, Handpan, Congas, Octobans, Electronic Drum Pads, Pitched Drum Elements, Larghetto 62 bpm, Gb Dorian"
"Baroque Drum Loop, Open Tuning Drum Kit, Higher-tuned Toms, Bass Drum, Snare, Cymbals, Finger Cymbals, Glockenspiel, Steelpan, Thunder Sheet, Electronic, Prestissimo 420 bpm, Db Mixolydian"
"Modern Trap Drum Loop, Synth Drum Kit, Analog, Digital, Modular Synth, Drum Synth, Electronic Drum Pads, Bell Cymbal, Slit Drum, Hi-Hats, Pitched Drum Elements, Allegro 156 bpm, A Aeolian"
"Afrobeats Drum Loop, Latin Percussion Kit, Timbales, Cowbells, Claves, Bongos, Gong, Thunder Sheet, Cowbell, Timbales, Rhythm-Only, Larghetto 60 bpm, Db Phrygian"
"Fantasy RPG OST Drum Loop, Orchestral Drum Kit, Timpani, Bass Drum, Snare, Cymbals, Bodhrán, Bamboo Wind Chimes, Ride Cymbal, Bamboo Wind Chimes, Electronic, Andante 100 bpm, G# Aeolian"
"Minimalist Techno Drum Loop, Blues Drum Kit, Warm Snare, Minimal Cymbals, Bass Drum, Toms, Flexatone, Taiko Drums, Woodblock, Bell Cymbal, Rhythm-Only, Moderato 112 bpm, C# Aeolian"
"Ambient Drum Loop, Metal Drum Kit, Double Bass Pedals, Multiple Toms, China Cymbals, Splash Cymbals, Thunder Sheet, Rainstick, Xylophone, Trigger Pads, Rhythm-Only, Larghetto 66 bpm, Gb Mixolydian"
"Haunting Atmospheric Witch House Drum Loop, Travel Drum Kit, Collapsible, Lightweight, Snare, Bass Drum, Anklung, Tam-tam, Octobans, Surdo, Rhythm-Only, Andante 104 bpm, Db Dorian"
"Drum & Bass Drum Loop, Jazz Drum Kit, Smaller Bass Drum, Ride Cymbal, Snare, Hi-Hats, Rainstick, Rack Tom, Anklung, Tam-tam, Pitched Drum Elements, Prestissimo 416 bpm, E Lydian"
"Dubstep Drum Loop, World Percussion Kit, Congas, Bongos, Djembes, Cajón, Crash Cymbal, Rack Tom, Cabasa, Woodblock, Pitched Drum Elements, Prestissimo 213 bpm, F Lydian"
